"Row.names";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"regulation_COVID";"Family";"Class";"Category";"Chrom";"Start";"End";"Strand";"TE_CODING";"IntersectedGene";"IntersectedGeneType";"IntersectedOrientation";"IntersectedGeneID";"TE_type";"TE_5UTR_Intersect";"TE_3UTR_Intersect";"ClosestUpstream_gn";"ClosestUpstream_id";"DistUpstream";"ClosestDownstream_gn";"ClosestDownstream_id";"DistDownstream";"FANTOM_enhancer";"FANTOM_CAGE";"locus";"Family_group"
"ERVLE_11p11.2c";70,8166409901379;-3,08064955357323;0,701832736956093;-4,38943553265165;1,13645261503526e-05;0,000166994893063741;"down";"ERVLE";"HERV";"internal";"chr11";44100274;44102262;"+";"noncoding";"EXT2";"protein_coding";"SENSE";"ENSG00000151348";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_11p11.2c";"ERVL"
"ERVLE_11p15.4f";21,8620477495808;-3,62554659456042;0,588759882978128;-6,15793755549597;7,36984018862593e-10;6,97779508168459e-08;"down";"ERVLE";"HERV";"internal";"chr11";10879797;10881141;"+";"noncoding";"ZBED5-AS1";"lncRNA";"SENSE";"ENSG00000247271";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_11p15.4f";"ERVL"
"ERVLE_11q13.3a";15,9689854310664;1,50990685677687;0,492275268273577;3,06720031268717;0,00216074006027166;0,0107208194022339;"up";"ERVLE";"HERV";"internal";"chr11";69021006;69028229;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TPCN2";"ENSG00000162341";20703;"MRGPRF-AS1";"ENSG00000256508";2559;"None";"None";"ERVLE_11q13.3a";"ERVL"
"ERVLE_11q13.5c";302,171513056084;1,77486105110108;0,295887877004824;5,99842436624108;1,99241280495663e-09;1,57744131040704e-07;"up";"ERVLE";"HERV";"internal";"chr11";76725656;76729039;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AP003119.1";"ENSG00000254632";30877;"GUCY2EP";"ENSG00000204529";5855;"None";"None";"ERVLE_11q13.5c";"ERVL"
"ERVLE_11q24.2a";62,6383482831758;-2,10051880117514;0,363113610426729;-5,78474268344451;7,26234092016245e-09;4,35930320331843e-07;"down";"ERVLE";"HERV";"internal";"chr11";124714908;124717588;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"SPA17";"ENSG00000064199";17390;"NRGN";"ENSG00000154146";22354;"None";"None";"ERVLE_11q24.2a";"ERVL"
"ERVLE_12p13.1b";110,175102731108;1,59847515217025;0,247062116368189;6,46993224079765;9,80468740260212e-11;1,33064884925964e-08;"up";"ERVLE";"HERV";"internal";"chr12";14338698;14340283;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"GNAI2P1";"ENSG00000255749";83472;"RPL30P11";"ENSG00000244573";16559;"None";"None";"ERVLE_12p13.1b";"ERVL"
"ERVLE_12q13.11b";39,8003323369393;-1,81154782776414;0,393330706334689;-4,60566083092093;4,11158065032738e-06;7,7697030231701e-05;"down";"ERVLE";"HERV";"internal";"chr12";48375259;48381227;"+";"noncoding";"AC090115.1";"lncRNA";"SENSE";"ENSG00000257735";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_12q13.11b";"ERVL"
"ERVLE_13q21.32b";11,5358088762415;-1,79013611208898;0,576134485270112;-3,10714973301711;0,0018890069321425;0,00965709357314905;"down";"ERVLE";"HERV";"internal";"chr13";66007965;66011314;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL158038.1";"ENSG00000286395";34266;"MIR4704";"ENSG00000263561";206936;"None";"None";"ERVLE_13q21.32b";"ERVL"
"ERVLE_13q22.3c";26,6279585306526;-2,41470147889037;0,768780351606575;-3,14095108420005;0,00168400156184484;0,00883469768849158;"down";"ERVLE";"HERV";"internal";"chr13";78190426;78192995;"-";"noncoding";"OBI1-AS1";"lncRNA";"ANTISENSE";"ENSG00000234377";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_13q22.3c";"ERVL"
"ERVLE_13q31.3b";21,6864451456664;-2,22050166187698;0,504609472441579;-4,40043594729398;1,08033614544359e-05;0,000160171070132303;"down";"ERVLE";"HERV";"internal";"chr13";91367584;91368046;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"GPC5";"ENSG00000179399";30575;"MIR17HG";"ENSG00000215417";13005;"None";"None";"ERVLE_13q31.3b";"ERVL"
"ERVLE_13q31.3d";90,1501635368495;-2,19419692650689;0,528770975463198;-4,14961680637784;3,33032313244269e-05;0,000405055897966535;"down";"ERVLE";"HERV";"internal";"chr13";91559089;91561748;"+";"noncoding";"GPC5";"protein_coding";"SENSE";"ENSG00000179399";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_13q31.3d";"ERVL"
"ERVLE_13q31.3e";20,1200227240045;-3,22429628850766;0,621538341604374;-5,18760641569562;2,13014206002055e-07;7,26589605926649e-06;"down";"ERVLE";"HERV";"internal";"chr13";91729993;91731453;"-";"noncoding";"GPC5";"protein_coding";"ANTISENSE";"ENSG00000179399";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_13q31.3e";"ERVL"
"ERVLE_13q31.3g";26,7245123300409;-1,7680514008125;0,585805899619215;-3,01815226163097;0,00254321089222589;0,0121586927819899;"down";"ERVLE";"HERV";"internal";"chr13";91791882;91792848;"-";"noncoding";"GPC5";"protein_coding";"ANTISENSE";"ENSG00000179399";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_13q31.3g";"ERVL"
"ERVLE_15q24.3a";13,3498446020257;-2,72954605326712;0,611422357884684;-4,46425620206372;8,03473768021272e-06;0,00012788740182855;"down";"ERVLE";"HERV";"internal";"chr15";76911472;76915969;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"SCAPER";"ENSG00000140386";6028;"RCN2";"ENSG00000117906";15769;"None";"None";"ERVLE_15q24.3a";"ERVL"
"ERVLE_15q25.3a";109,16098411131;-5,15789180450714;1,01284648827078;-5,0924714300122;3,53425984345641e-07;1,08557332449176e-05;"down";"ERVLE";"HERV";"oneside";"chr15";84702938;84706940;"+";"noncoding";"SEC11A";"protein_coding";"ANTISENSE";"ENSG00000140612";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_15q25.3a";"ERVL"
"ERVLE_16q21b";239,625086152049;1,57018034892008;0,256164214729647;6,129585081106;8,81085480192182e-10;8,01177133671782e-08;"up";"ERVLE";"HERV";"internal";"chr16";62823065;62825230;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC040174.1";"ENSG00000261502";231556;"AC010546.1";"ENSG00000260332";14359;"None";"None";"ERVLE_16q21b";"ERVL"
"ERVLE_17q25.1a";208,739530134072;-1,68752234361317;0,423529539155782;-3,98442655729963;6,76432727554819e-05;0,000712426395626544;"down";"ERVLE";"HERV";"internal";"chr17";74170622;74173400;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"LINC02074";"ENSG00000266357";16410;"RPL38";"ENSG00000172809";30182;"None";"None";"ERVLE_17q25.1a";"ERVL"
"ERVLE_18q12.1i";42,5854440392183;-1,70943214897828;0,427662580486627;-3,99715155586715;6,41092584100171e-05;0,000686223110999531;"down";"ERVLE";"HERV";"internal";"chr18";32505261;32507097;"-";"noncoding";"AC025887.2";"lncRNA";"ANTISENSE";"ENSG00000285095";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_18q12.1i";"ERVL"
"ERVLE_19q13.12b";58,3517306468467;-2,1175352182773;0,728533396778989;-2,90657261237358;0,00365412078423901;0,0161654360705448;"down";"ERVLE";"HERV";"oneside";"chr19";35196745;35199045;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"FXYD5";"ENSG00000089327";26864;"FAM187B";"ENSG00000177558";25755;"None";"None";"ERVLE_19q13.12b";"ERVL"
"ERVLE_19q13.31d";46,1629763510104;1,54667048072242;0,411513705468644;3,75849081128666;0,000170941315081316;0,00145869012977483;"up";"ERVLE";"HERV";"oneside";"chr19";44195798;44196936;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ZNF226";"ENSG00000167380";17417;"ZNF227";"ENSG00000131115";10611;"None";"None";"ERVLE_19q13.31d";"ERVL"
"ERVLE_1p21.3a";19,4982259544648;-2,21948972351995;0,587154360281852;-3,78007875553292;0,000156778760117174;0,00135579673532592;"down";"ERVLE";"HERV";"internal";"chr1";94389823;94391768;"-";"noncoding";"ARHGAP29-AS1";"lncRNA";"ANTISENSE";"ENSG00000226835";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_1p21.3a";"ERVL"
"ERVLE_1p35.3a";28,4414455923899;-1,86318455407984;0,374361137804597;-4,976971073991;6,45869690520562e-07;1,77743800090388e-05;"down";"ERVLE";"HERV";"internal";"chr1";27672710;27674802;"-";"noncoding";"AL445490.1";"lncRNA";"ANTISENSE";"ENSG00000225886";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_1p35.3a";"ERVL"
"ERVLE_1q23.3a";82,0771156436049;-1,7292327540072;0,325639689930404;-5,31026409703549;1,09466492255588e-07;4,10342965255232e-06;"down";"ERVLE";"HERV";"internal";"chr1";161295147;161297592;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"PCP4L1";"ENSG00000248485";9697;"MPZ";"ENSG00000158887";7143;"None";"None";"ERVLE_1q23.3a";"ERVL"
"ERVLE_1q25.3g";59,0391813884796;1,57226214169895;0,42091955300851;3,73530317245006;0,000187489175444728;0,00156536417025853;"up";"ERVLE";"HERV";"internal";"chr1";185116817;185118090;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RNF2";"ENSG00000121481";14214;"TRMT1L";"ENSG00000121486";11;"None";"None";"ERVLE_1q25.3g";"ERVL"
"ERVLE_1q44a";106,606799574439;3,82391370616833;0,504808690956396;7,57497597540101;3,59194098053947e-14;2,06177412282966e-11;"up";"ERVLE";"HERV";"internal";"chr1";244628305;244630889;"-";"noncoding";"CATSPERE";"protein_coding";"ANTISENSE";"ENSG00000179397";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_1q44a";"ERVL"
"ERVLE_2p11.2b";17,5247276802396;-1,68256430278508;0,518724757616071;-3,24365528747407;0,00118006465697051;0,00666936234437978;"down";"ERVLE";"HERV";"internal";"chr2";85651526;85652725;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"SFTPB";"ENSG00000168878";4589;"USP39";"ENSG00000168883";2243;"None";"None";"ERVLE_2p11.2b";"ERVL"
"ERVLE_2p23.3b";43,4124621155688;1,78350007870997;0,304803234637038;5,85131611491517;4,87698281955977e-09;3,15424015597443e-07;"up";"ERVLE";"HERV";"internal";"chr2";26219492;26224762;"+";"noncoding";"HADHA";"protein_coding";"ANTISENSE";"ENSG00000084754";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_2p23.3b";"ERVL"
"ERVLE_2q14.2";25,1064595377198;1,88341842151966;0,429378017498415;4,38638762294487;1,15248664255875e-05;0,000168810802635719;"up";"ERVLE";"HERV";"internal";"chr2";121319387;121323125;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC013399.1";"ENSG00000232723";8975;"CLASP1";"ENSG00000074054";14651;"None";"None";"ERVLE_2q14.2";"ERVL"
"ERVLE_2q22.1b";39,6771417853523;-1,90832802957418;0,38580694427652;-4,94632887739423;7,5626148223877e-07;2,00737151817366e-05;"down";"ERVLE";"HERV";"internal";"chr2";139021777;139024909;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC023468.1";"ENSG00000287147";46771;"AC013265.1";"ENSG00000286778";299012;"None";"None";"ERVLE_2q22.1b";"ERVL"
"ERVLE_2q24.2a";47,5272754553493;-4,36436433870925;0,554100201328245;-7,87648935742551;3,36707588235962e-15;2,8112022639628e-12;"down";"ERVLE";"HERV";"internal";"chr2";160554652;160557062;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC096656.1";"ENSG00000279844";292251;"RBMS1";"ENSG00000153250";60845;"None";"None";"ERVLE_2q24.2a";"ERVL"
"ERVLE_2q31.3a";1113,38210892969;-2,74399553172477;0,444755765399487;-6,16966826559306;6,84334156922721e-10;6,61571041808239e-08;"down";"ERVLE";"HERV";"internal";"chr2";180223296;180228654;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC012669.1";"ENSG00000270289";244483;"CWC22";"ENSG00000163510";215999;"None";"None";"ERVLE_2q31.3a";"ERVL"
"ERVLE_3q22.3b";15,8423167342951;-1,6734947611734;0,61836054645638;-2,70634142291846;0,00680290641296594;0,0265186300919691;"down";"ERVLE";"HERV";"internal";"chr3";136893758;136894683;"-";"noncoding";"NCK1";"protein_coding";"ANTISENSE";"ENSG00000158092";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_3q22.3b";"ERVL"
"ERVLE_4p16.1c";53,2330469372314;1,54831103333864;0,306008949295277;5,05969200215981;4,19934236717028e-07;1,24113597198824e-05;"up";"ERVLE";"HERV";"oneside";"chr4";7850687;7853092;"+";"noncoding";"AFAP1";"protein_coding";"ANTISENSE";"ENSG00000196526";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_4p16.1c";"ERVL"
"ERVLE_4q28.1c";19,8236246481935;1,83832194147627;0,411458466831175;4,46781896514126;7,90211345361319e-06;0,000126433815257811;"up";"ERVLE";"HERV";"internal";"chr4";125132497;125134156;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ANKRD50";"ENSG00000151458";419765;"FAT4";"ENSG00000196159";182243;"None";"None";"ERVLE_4q28.1c";"ERVL"
"ERVLE_4q34.3i";39,2600948231594;-2,69821304173121;0,857414644477733;-3,14691737435246;0,00165001581576837;0,00870404666973966;"down";"ERVLE";"HERV";"internal";"chr4";178663707;178665992;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RNA5SP173";"ENSG00000201727";256877;"AC017087.1";"ENSG00000212191";19894;"None";"None";"ERVLE_4q34.3i";"ERVL"
"ERVLE_4q34.3k";143,331260601478;-2,39303684810201;0,546800013838349;-4,37643889454886;1,20633989645167e-05;0,000175024101248217;"down";"ERVLE";"HERV";"internal";"chr4";179212887;179217724;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC018710.1";"ENSG00000250839";143293;"AC020551.1";"ENSG00000250993";171410;"None";"None";"ERVLE_4q34.3k";"ERVL"
"ERVLE_5p13.2a";44,8333628929281;2,19750895796716;0,554456105126466;3,96335965579444;7,39023163195824e-05;0,000768651045389631;"up";"ERVLE";"HERV";"oneside";"chr5";33923339;33925183;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RXFP3";"ENSG00000182631";11203;"ADAMTS12";"ENSG00000151388";31320;"None";"None";"ERVLE_5p13.2a";"ERVL"
"ERVLE_6p21.1a";34,887656974717;1,50102385077322;0,49271498678662;3,0464343302455;0,00231573058180407;0,0113125902464301;"up";"ERVLE";"HERV";"internal";"chr6";42907134;42908768;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL035587.3";"ENSG00000288010";4062;"PTCRA";"ENSG00000171611";7221;"None";"None";"ERVLE_6p21.1a";"ERVL"
"ERVLE_6p25.2a";17,9830361969298;-1,5899830881775;0,596227430352987;-2,66673924619029;0,00765910706478124;0,0289688404089686;"down";"ERVLE";"HERV";"internal";"chr6";2686729;2687564;"+";"noncoding";"MYLK4";"protein_coding";"ANTISENSE";"ENSG00000145949";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_6p25.2a";"ERVL"
"ERVLE_6q14.1d";227,613762028826;-1,67973490463266;0,421138093100453;-3,98856083586815;6,64753562703136e-05;0,000704163404828789;"down";"ERVLE";"HERV";"internal";"chr6";76641859;76646227;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL590426.1";"ENSG00000231762";14259;"LINC02540";"ENSG00000236635";48038;"None";"None";"ERVLE_6q14.1d";"ERVL"
"ERVLE_6q22.31e";25,8012836892465;-4,25673564505562;0,595781316860529;-7,1447954552964;9,01299980942774e-13;2,77514985381982e-10;"down";"ERVLE";"HERV";"internal";"chr6";120275002;120275855;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL096854.1";"ENSG00000286540";186656;"MIR3144";"ENSG00000265725";259745;"None";"None";"ERVLE_6q22.31e";"ERVL"
"ERVLE_6q23.2c";153,678231806078;-2,27293904012343;0,602476690900622;-3,77265888365854;0,000161517045821326;0,00138735682338864;"down";"ERVLE";"HERV";"internal";"chr6";133946581;133948031;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TBPL1";"ENSG00000028839";4139;"TCF21";"ENSG00000118526";51028;"None";"None";"ERVLE_6q23.2c";"ERVL"
"ERVLE_6q25.2g";142,442784015746;-2,03261673859939;0,442299077174625;-4,59557083316475;4,31566152120811e-06;8,04635396966415e-05;"down";"ERVLE";"HERV";"oneside";"chr6";153536088;153537664;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL358134.1";"ENSG00000237312";108934;"MTCO2P31";"ENSG00000217160";128043;"None";"None";"ERVLE_6q25.2g";"ERVL"
"ERVLE_7q21.12c";178,071149971817;-2,0303516277735;0,284203651061849;-7,14400261990882;9,06516720542187e-13;2,77514985381982e-10;"down";"ERVLE";"HERV";"internal";"chr7";88460495;88461397;"+";"noncoding";"AC002069.2";"lncRNA";"SENSE";"ENSG00000233420";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_7q21.12c";"ERVL"
"ERVLE_7q31.32f";98,0261970371849;-1,55504950347653;0,45132457613212;-3,44552365573219;0,000569954078503775;0,00375578754329365;"down";"ERVLE";"HERV";"internal";"chr7";123436464;123439051;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"IQUB";"ENSG00000164675";13142;"LYPLA1P1";"ENSG00000223595";205723;"None";"None";"ERVLE_7q31.32f";"ERVL"
"ERVLE_7q31.32g";114,588457296953;-1,56177138521654;0,459839640115172;-3,39633917777375;0,000682936762017801;0,00431071561675016;"down";"ERVLE";"HERV";"internal";"chr7";123440024;123442393;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"IQUB";"ENSG00000164675";9800;"LYPLA1P1";"ENSG00000223595";209283;"chr7:123440126-123440496";"None";"ERVLE_7q31.32g";"ERVL"
"ERVLE_8p21.3b";25,4650846230833;1,89577353232906;0,421825020629791;4,49421783823691;6,98261210419087e-06;0,000116174473849436;"up";"ERVLE";"HERV";"internal";"chr8";20563619;20565254;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC018541.1";"ENSG00000253300";89930;"AC022559.1";"ENSG00000253178";12214;"None";"None";"ERVLE_8p21.3b";"ERVL"
"ERVLE_8q12.1e";30,549315897278;-2,26380268845418;0,299906550127453;-7,54836027253195;4,40772244706016e-14;2,3812072325765e-11;"down";"ERVLE";"HERV";"internal";"chr8";59359094;59359591;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC087698.1";"ENSG00000206853";221592;"RNA5SP267";"ENSG00000201763";96294;"None";"None";"ERVLE_8q12.1e";"ERVL"
"ERVLE_8q21.3g";168,05488257717;-1,62764713423805;0,418806656873733;-3,88639270060306;0,000101744867801209;0,00097437012380102;"down";"ERVLE";"HERV";"internal";"chr8";91026905;91028799;"+";"noncoding";"PIP4P2";"protein_coding";"ANTISENSE";"ENSG00000155099";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"ERVLE_8q21.3g";"ERVL"
"ERVLE_8q24.22f";479,462399963884;1,68650632527908;0,409052497904215;4,12295813842946;3,74037693831747e-05;0,000446705094948083;"up";"ERVLE";"HERV";"internal";"chr8";134414641;134416096;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ZFAT";"ENSG00000066827";61692;"AC105180.2";"ENSG00000288067";24154;"None";"None";"ERVLE_8q24.22f";"ERVL"
"ERVLE_8q24.22g";437,838393137615;1,90276344379878;0,425145974639994;4,4755532388846;7,6213704027455e-06;0,000123230045385237;"up";"ERVLE";"HERV";"internal";"chr8";134419194;134421179;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ZFAT";"ENSG00000066827";56609;"AC105180.2";"ENSG00000288067";28707;"None";"None";"ERVLE_8q24.22g";"ERVL"
"ERVLE_8q24.3a";35,6346682161953;-3,63318368237789;0,696577751090817;-5,21576188255862;1,83063219560693e-07;6,37207580278829e-06;"down";"ERVLE";"HERV";"internal";"chr8";139073996;139078985;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC027541.1";"ENSG00000253432";17320;"COL22A1";"ENSG00000169436";159955;"None";"None";"ERVLE_8q24.3a";"ERVL"
"ERVLE_8q24.3j";66,5169496397881;2,03209640841517;0,334046884883435;6,08326705134301;1,17757963362706e-09;1,02027276936141e-07;"up";"ERVLE";"HERV";"internal";"chr8";144970428;144972623;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ZNF252P";"ENSG00000196922";966;"ZNF16";"ENSG00000170631";19540;"None";"None";"ERVLE_8q24.3j";"ERVL"
"ERVLE_Xq21.32a";74,1631611886404;-2,86492207922524;0,590437453060726;-4,85220248880552;1,22097865183892e-06;2,93546281112269e-05;"down";"ERVLE";"HERV";"internal";"chrX";93263091;93264034;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ST13P18";"ENSG00000234322";23699;"AL359263.1";"ENSG00000234130";38076;"None";"None";"ERVLE_Xq21.32a";"ERVL"
"HARLEQUIN_4p14b";221,245304763479;-1,70822298832708;0,355467675138979;-4,80556491573871;1,54315156588118e-06;3,52544875150566e-05;"down";"HARLEQUIN";"HERV";"prototype";"chr4";37546189;37552466;"+";"coding";"C4orf19";"protein_coding";"SENSE";"ENSG00000154274";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HARLEQUIN_4p14b";"Harlequin"
"HARLEQUIN_5q33.3";91,135103561941;2,00850361801817;0,432613125860019;4,64272463768947;3,4384447329502e-06;6,76202921357915e-05;"up";"HARLEQUIN";"HERV";"prototype";"chr5";159366192;159373869;"+";"coding";"AC008691.1";"lncRNA";"SENSE";"ENSG00000249738";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HARLEQUIN_5q33.3";"Harlequin"
"HARLEQUIN_6q21";40,3943398524762;1,65260470848415;0,305702468222644;5,40592530407883;6,44746639068245e-08;2,67934530914152e-06;"up";"HARLEQUIN";"HERV";"prototype";"chr6";111284171;111290629;"-";"noncoding";"MFSD4B";"protein_coding";"ANTISENSE";"ENSG00000173214";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HARLEQUIN_6q21";"Harlequin"
"HARLEQUIN_6q23.1";230,290197476295;1,70824246259646;0,39331438167948;4,3431985764216;1,40423098539693e-05;0,000198510291366509;"up";"HARLEQUIN";"HERV";"oneside";"chr6";130261359;130267970;"+";"noncoding";"SAMD3";"protein_coding";"ANTISENSE";"ENSG00000164483";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HARLEQUIN_6q23.1";"Harlequin"
"HERV3_19q13.42c";41,1829512323933;-1,95785470472896;0,591761178897614;-3,30852170528696;0,000937899144189157;0,00556438355312223;"down";"HERV3";"HERV";"internal";"chr19";53438276;53439966;"-";"noncoding";"TPM3P9,AC022137.3,AC022137.4";"transcribed_processed_pseudogene,protein_coding,lncRNA";"ANTISENSE,ANTISENSE,SENSE";"ENSG00000241015,ENSG00000286261,ENSG00000287608";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERV3_19q13.42c";"ERV1"
"HERV30_14q21.2";25,0062587999831;-2,21132795921805;0,733605952303915;-3,01432663172006;0,00257550361167792;0,0122811137952492;"down";"HERV30";"HERV";"prototype";"chr14";43534701;43539420;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL583809.1";"ENSG00000286464";219898;"KRT8P2";"ENSG00000258828";1463;"None";"None";"HERV30_14q21.2";"HERVW"
"HERV30_17q12";194,940487019865;2,79918662939891;0,792144759659329;3,53368067549009;0,000409815880760097;0,0029018882412496;"up";"HERV30";"HERV";"oneside";"chr17";35304258;35307396;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"SLFN5";"ENSG00000166750";30603;"AC022706.1";"ENSG00000267364";6083;"None";"None";"HERV30_17q12";"HERVW"
"HERV30_6q22.31";131,442793124817;-2,60177530118596;0,684817421016006;-3,79922475880641;0,000145149413773618;0,00127442850487276;"down";"HERV30";"HERV";"prototype";"chr6";118617102;118626802;"+";"noncoding";"CEP85L";"protein_coding";"ANTISENSE";"ENSG00000111860";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERV30_6q22.31";"HERVW"
"HERV4_16q23.1b";18,13433776371;1,73751231521035;0,464986459960829;3,73669443053615;0,000186455283896742;0,00156098935944182;"up";"HERV4";"HERV";"oneside";"chr16";76035719;76037318;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC099511.1";"ENSG00000260223";69965;"RNA5SP430";"ENSG00000199299";174562;"None";"None";"HERV4_16q23.1b";"ERV1"
"HERV4_6q14.1";14,9346928425448;-1,55812923435398;0,538582923993552;-2,89301640460595;0,00381561367792456;0,0167347640964943;"down";"HERV4";"HERV";"internal";"chr6";80110316;80111546;"-";"noncoding";"BCKDHB";"protein_coding";"ANTISENSE";"ENSG00000083123";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERV4_6q14.1";"ERV1"
